Date	Time	Severity	PID	TID	Function	Message
16-01-2026	18:55:51.682	ERROR	 44716	 26072	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
16-01-2026	18:55:51.683	 INFO	 44716	 26072	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 199242421
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
16-01-2026	18:55:51.684	 INFO	 44716	 26072	LateInitialization	"Intialization finished"
16-01-2026	19:07:05.602	 INFO	 11468	 13148	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
16-01-2026	19:07:05.607	 INFO	 11468	 13148	DllMain	"PROCESS ATTACHED"
16-01-2026	19:07:05.608	 INFO	 11468	 24404	LateInitialization	"Intialization..."
16-01-2026	19:07:05.609	 INFO	 11468	 24404	LoadDisplayDevicesName	"DisplayDevices : "
16-01-2026	19:07:05.611	 INFO	 11468	 24404	LoadDisplayDevicesName	"\\.\DISPLAY1"
16-01-2026	19:07:05.612	 INFO	 11468	 24404	LoadDisplayDevicesName	"\\.\DISPLAY2"
16-01-2026	19:07:05.613	 INFO	 11468	 24404	LoadDisplayDevicesName	"\\.\DISPLAY3"
16-01-2026	19:07:05.618	ERROR	 11468	 24404	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
16-01-2026	19:07:05.619	 INFO	 11468	 24404	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 337500
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
16-01-2026	19:07:05.620	 INFO	 11468	 24404	LateInitialization	"Intialization finished"
17-01-2026	00:23:12.910	 INFO	 10196	 28712	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
17-01-2026	00:23:12.915	 INFO	 10196	 28712	DllMain	"PROCESS ATTACHED"
17-01-2026	00:23:12.916	 INFO	 10196	 13400	LateInitialization	"Intialization..."
17-01-2026	00:23:12.917	 INFO	 10196	 13400	LoadDisplayDevicesName	"DisplayDevices : "
17-01-2026	00:23:12.918	 INFO	 10196	 13400	LoadDisplayDevicesName	"\\.\DISPLAY1"
17-01-2026	00:23:12.919	 INFO	 10196	 13400	LoadDisplayDevicesName	"\\.\DISPLAY2"
17-01-2026	00:23:12.919	 INFO	 10196	 13400	LoadDisplayDevicesName	"\\.\DISPLAY3"
17-01-2026	00:23:12.924	ERROR	 10196	 13400	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
17-01-2026	00:23:12.925	 INFO	 10196	 13400	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 19304796
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
17-01-2026	00:23:12.926	 INFO	 10196	 13400	LateInitialization	"Intialization finished"
17-01-2026	01:00:18.725	 INFO	 30832	 31220	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
17-01-2026	01:00:18.729	 INFO	 30832	 31220	DllMain	"PROCESS ATTACHED"
17-01-2026	01:00:18.730	 INFO	 30832	 12648	LateInitialization	"Intialization..."
17-01-2026	01:00:18.731	 INFO	 30832	 12648	LoadDisplayDevicesName	"DisplayDevices : "
17-01-2026	01:00:18.732	 INFO	 30832	 12648	LoadDisplayDevicesName	"\\.\DISPLAY1"
17-01-2026	01:00:18.732	 INFO	 30832	 12648	LoadDisplayDevicesName	"\\.\DISPLAY2"
17-01-2026	01:00:18.733	 INFO	 30832	 12648	LoadDisplayDevicesName	"\\.\DISPLAY3"
17-01-2026	01:00:18.738	ERROR	 30832	 12648	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
17-01-2026	01:00:18.739	 INFO	 30832	 12648	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 21530609
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
17-01-2026	01:00:18.739	 INFO	 30832	 12648	LateInitialization	"Intialization finished"
17-01-2026	01:04:38.864	 INFO	 20720	 28960	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
17-01-2026	01:04:38.867	 INFO	 20720	 28960	DllMain	"PROCESS ATTACHED"
17-01-2026	01:04:38.868	 INFO	 20720	 32184	LateInitialization	"Intialization..."
17-01-2026	01:04:38.869	 INFO	 20720	 32184	LoadDisplayDevicesName	"DisplayDevices : "
17-01-2026	01:04:38.870	 INFO	 20720	 32184	LoadDisplayDevicesName	"\\.\DISPLAY1"
17-01-2026	01:04:38.871	 INFO	 20720	 32184	LoadDisplayDevicesName	"\\.\DISPLAY2"
17-01-2026	01:04:38.871	 INFO	 20720	 32184	LoadDisplayDevicesName	"\\.\DISPLAY3"
17-01-2026	01:04:38.875	ERROR	 20720	 32184	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
17-01-2026	01:04:38.876	 INFO	 20720	 32184	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 21790750
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
17-01-2026	01:04:38.876	 INFO	 20720	 32184	LateInitialization	"Intialization finished"
17-01-2026	01:46:20.815	 INFO	 33228	 29752	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
17-01-2026	01:46:20.822	 INFO	 33228	 29752	DllMain	"PROCESS ATTACHED"
17-01-2026	01:46:20.826	 INFO	 33228	 29476	LateInitialization	"Intialization..."
17-01-2026	01:46:20.827	 INFO	 33228	 29476	LoadDisplayDevicesName	"DisplayDevices : "
17-01-2026	01:46:20.829	 INFO	 33228	 29476	LoadDisplayDevicesName	"\\.\DISPLAY1"
17-01-2026	01:46:20.830	 INFO	 33228	 29476	LoadDisplayDevicesName	"\\.\DISPLAY2"
17-01-2026	01:46:20.834	 INFO	 33228	 29476	LoadDisplayDevicesName	"\\.\DISPLAY3"
17-01-2026	01:46:20.843	ERROR	 33228	 29476	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
17-01-2026	01:46:20.844	 INFO	 33228	 29476	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 24292718
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
17-01-2026	01:46:20.845	 INFO	 33228	 29476	LateInitialization	"Intialization finished"
17-01-2026	01:52:54.337	 INFO	 29912	 36960	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
17-01-2026	01:52:54.339	 INFO	 29912	 36960	DllMain	"PROCESS ATTACHED"
17-01-2026	01:52:54.339	 INFO	 29912	 36964	LateInitialization	"Intialization..."
17-01-2026	01:52:54.340	 INFO	 29912	 36964	LoadDisplayDevicesName	"DisplayDevices : "
17-01-2026	01:52:54.341	 INFO	 29912	 36964	LoadDisplayDevicesName	"\\.\DISPLAY1"
17-01-2026	01:52:54.342	 INFO	 29912	 36964	LoadDisplayDevicesName	"\\.\DISPLAY2"
17-01-2026	01:52:54.342	 INFO	 29912	 36964	LoadDisplayDevicesName	"\\.\DISPLAY3"
17-01-2026	01:52:54.345	ERROR	 29912	 36964	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
17-01-2026	01:52:54.345	 INFO	 29912	 36964	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 24686218
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
17-01-2026	01:52:54.346	 INFO	 29912	 36964	LateInitialization	"Intialization finished"
17-01-2026	02:27:36.442	 INFO	  6808	  5596	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
17-01-2026	02:27:36.445	 INFO	  6808	  5596	DllMain	"PROCESS ATTACHED"
17-01-2026	02:27:36.446	 INFO	  6808	 27704	LateInitialization	"Intialization..."
17-01-2026	02:27:36.446	 INFO	  6808	 27704	LoadDisplayDevicesName	"DisplayDevices : "
17-01-2026	02:27:36.447	 INFO	  6808	 27704	LoadDisplayDevicesName	"\\.\DISPLAY1"
17-01-2026	02:27:36.448	 INFO	  6808	 27704	LoadDisplayDevicesName	"\\.\DISPLAY2"
17-01-2026	02:27:36.448	 INFO	  6808	 27704	LoadDisplayDevicesName	"\\.\DISPLAY3"
17-01-2026	02:27:36.451	ERROR	  6808	 27704	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
17-01-2026	02:27:36.451	 INFO	  6808	 27704	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 26768328
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
17-01-2026	02:27:36.452	 INFO	  6808	 27704	LateInitialization	"Intialization finished"
17-01-2026	02:38:19.487	 INFO	 33932	 29772	DllMain	"DLL_PROCESS_ATTACH Mon Oct  7 21:44:09 2024 11.3.2428.18"
17-01-2026	02:38:19.489	 INFO	 33932	 29772	DllMain	"PROCESS ATTACHED"
17-01-2026	02:38:19.490	 INFO	 33932	 33664	LateInitialization	"Intialization..."
17-01-2026	02:38:19.491	 INFO	 33932	 33664	LoadDisplayDevicesName	"DisplayDevices : "
17-01-2026	02:38:19.491	 INFO	 33932	 33664	LoadDisplayDevicesName	"\\.\DISPLAY1"
17-01-2026	02:38:19.492	 INFO	 33932	 33664	LoadDisplayDevicesName	"\\.\DISPLAY2"
17-01-2026	02:38:19.493	 INFO	 33932	 33664	LoadDisplayDevicesName	"\\.\DISPLAY3"
17-01-2026	02:38:19.495	ERROR	 33932	 33664	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
17-01-2026	02:38:19.496	 INFO	 33932	 33664	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 27411375
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
17-01-2026	02:38:19.496	 INFO	 33932	 33664	LateInitialization	"Intialization finished"
